id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-1272,Female,30,2,2,1.0,High School,0,2.3,0.0,5,0.75,187,22,160,238.55,17,1980.0,238.55,0,7.86,481,51,Assistant,Operations,Rio de Janeiro,9,8.98,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1273,Male,54,2,0,23.0,Bachelor,0,20.9,0.0,10,1.0,250,30,210,386.01,28,3900.0,386.01,0,7.02,615,32,Intern,HR,Curitiba,7,7.57,4,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1274,Male,46,1,1,24.0,Bachelor,0,5.5,0.0,7,1.0,250,30,213,533.31,18,3620.0,533.31,0,12.6,561,21,Specialist,Sales,Sao Paulo,6,6.93,5,7,4,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,3,5,5,4,5,4,4,5,5,4,4,Dissatisfaction,5.0,1
EMP-1275,Female,42,1,1,7.0,High School,0,6.7,0.0,4,0.75,187,22,161,176.19,43,2460.0,176.19,0,10.4,287,-50,Assistant,Finance,Belo Horizonte,7,7.17,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,None,,0
EMP-1276,Female,51,1,0,21.0,Bachelor,0,28.0,0.0,5,1.0,250,30,215,267.57,17,3650.0,267.57,0,8.04,627,10,Specialist,Operations,Curitiba,8,8.66,5,8,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1277,Male,29,2,0,3.0,Bachelor,0,14.2,0.0,7,1.0,250,30,213,0.0,4,3170.0,0.0,0,8.67,508,-26,Analyst,Sales,Sao Paulo,9,8.74,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1278,Female,42,2,2,9.0,High School,0,17.8,0.0,10,1.0,250,30,210,435.17,125,4920.0,1746.11,0,9.46,442,0,Intern,HR,Sao Paulo,8,8.16,5,9,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-1279,Male,24,0,0,,High School,0,3.7,0.0,6,1.0,250,30,214,0.0,1,2260.0,0.0,0,9.61,487,6,Specialist,Operations,Belo Horizonte,7,7.54,5,9,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,None,,0
EMP-1280,Female,29,3,3,1.0,High School,0,23.6,0.0,7,1.0,250,30,213,289.87,58,3450.0,289.87,1,10.1,717,14,Analyst,IT,Belo Horizonte,8,8.42,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,None,,0
EMP-1281,Male,56,2,1,10.0,High School,0,12.9,0.3377180217749282,8,1.0,250,30,212,0.0,9,2740.0,0.0,0,9.2,580,-42,Assistant,Legal,Sao Paulo,6,6.28,5,3,5,5,5,3,5,4,5,3,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,Dissatisfaction,5.0,1
EMP-1282,Male,31,2,2,12.0,High School,0,38.1,0.0,3,1.0,250,30,217,0.0,5,2410.0,0.0,0,9.84,429,11,Manager,IT,Sao Paulo,6,7.17,4,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,Better Offer,3.0,1
EMP-1283,Male,19,0,0,,High School,0,9.7,0.0,2,1.0,250,30,218,0.0,12,2430.0,0.0,0,13.78,397,8,Analyst,Marketing,Rio de Janeiro,6,6.03,5,5,5,5,5,4,4,5,5,2,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,Better Offer,5.0,1
EMP-1284,Male,31,2,1,12.0,High School,0,16.9,0.0,9,1.0,250,30,211,134.53,38,3070.0,134.53,0,12.67,551,-21,Analyst,IT,Sao Paulo,9,9.02,5,9,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1285,Female,24,0,0,,High School,0,2.3,0.0,3,1.0,250,30,217,189.04,56,3360.0,189.04,0,13.4,494,92,Specialist,Marketing,Rio de Janeiro,7,7.56,5,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1286,Female,43,1,1,11.0,Bachelor,0,76.8,0.0,6,1.0,250,30,214,275.14,54,4310.0,275.14,0,7.85,660,32,Manager,Finance,Rio de Janeiro,4,4.68,3,3,5,4,5,4,4,2,5,2,3,4,4,3,4,4,4,5,5,5,5,3,5,5,5,5,4,3,3,4,4,4,4,5,4,Better Offer,4.0,1
EMP-1287,Male,40,2,1,21.0,High School,1,3.6,0.0,6,1.0,250,30,214,523.76,20,2800.0,523.76,0,9.08,641,-2,Analyst,Operations,Belo Horizonte,8,8.92,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1288,Female,34,3,2,7.0,Master,0,12.3,0.0,2,1.0,250,30,218,325.85,82,5480.0,1900.09,0,8.36,490,30,Specialist,Legal,Belo Horizonte,6,6.47,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,None,,0
EMP-1289,Male,46,2,1,20.0,High School,0,34.0,0.0,7,1.0,250,30,213,182.66,21,2880.0,182.66,0,13.69,425,11,Assistant,Finance,Rio de Janeiro,5,5.93,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-1290,Male,41,2,2,8.0,Bachelor,0,2.7,0.0,6,1.0,250,30,214,185.0,41,4030.0,185.0,0,13.83,431,22,Specialist,Legal,Rio de Janeiro,6,7.13,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1291,Male,37,2,1,16.0,Bachelor,0,4.7,0.0,2,1.0,250,30,218,762.13,115,5470.0,1974.56,0,12.32,535,42,Analyst,IT,Rio de Janeiro,4,4.71,3,3,4,3,5,2,5,4,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,3,3,3,5,5,4,Personal,5.0,1
EMP-1292,Male,18,0,0,,Bachelor,0,6.5,0.0,3,0.75,187,22,162,0.0,0,2235.0,0.0,0,10.81,408,-29,Assistant,Sales,Rio de Janeiro,9,9.0,5,8,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1293,Male,34,2,1,15.0,High School,0,19.6,0.0,5,0.5,125,15,105,188.24,64,1810.0,675.26,0,11.23,625,16,Specialist,Operations,Sao Paulo,8,7.98,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1294,Male,44,4,2,26.0,High School,0,8.1,0.0,7,1.0,250,30,213,380.71,84,4120.0,480.96,0,12.45,748,29,Specialist,Finance,Rio de Janeiro,4,4.43,5,3,5,4,4,5,5,5,5,4,4,5,4,3,5,5,4,4,4,4,4,5,4,5,4,4,5,3,3,5,5,4,4,4,4,Dissatisfaction,4.0,1
EMP-1295,Female,29,1,1,5.0,Bachelor,0,1.1,0.0,6,1.0,250,30,214,102.86,25,3590.0,102.86,0,9.99,544,5,Intern,Legal,Sao Paulo,7,7.61,5,7,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-1296,Female,46,1,0,22.0,High School,0,10.1,0.0,6,1.0,250,30,214,181.39,218,6820.0,2597.89,0,7.73,462,-43,Assistant,Finance,Sao Paulo,6,6.5,4,7,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,4,5,5,5,5,5,None,,0
EMP-1297,Male,40,1,0,18.0,Bachelor,0,5.9,0.0,4,1.0,250,30,216,376.75,20,3600.0,376.75,0,7.24,397,-17,Assistant,Legal,Sao Paulo,5,5.83,5,7,5,5,5,3,4,4,5,4,5,4,5,4,5,5,3,5,5,4,5,4,5,5,4,5,5,4,3,4,5,3,3,5,4,Stress,4.0,1
EMP-1298,Female,25,0,0,,Master,0,5.2,0.0,6,0.75,187,22,159,0.0,11,2977.5,0.0,0,11.78,712,6,Analyst,Operations,Sao Paulo,7,7.92,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1299,Female,23,0,0,,High School,0,18.7,0.0,5,1.0,250,30,215,0.0,0,2230.0,0.0,0,7.89,650,-26,Specialist,IT,Curitiba,5,5.4,5,4,5,5,4,4,5,4,4,4,4,3,4,5,5,4,5,5,4,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1300,Female,38,3,2,13.0,High School,0,1.2,0.0,3,0.5,125,15,107,78.79,44,1630.0,78.79,0,13.51,385,-51,Manager,Sales,Sao Paulo,7,7.87,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1301,Female,31,2,1,2.0,Master,0,9.2,0.0,2,1.0,250,30,218,379.12,124,6290.0,3139.86,0,9.25,327,-32,Analyst,IT,Sao Paulo,7,6.99,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1302,Female,48,1,0,8.0,High School,0,1.6,0.0,5,1.0,250,30,215,93.75,91,4300.0,898.81,0,8.55,517,120,Analyst,Sales,Sao Paulo,8,8.34,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1303,Male,38,1,1,17.0,Bachelor,0,38.2,0.0,4,1.0,250,30,216,523.03,69,4560.0,2573.95,0,12.54,563,71,Specialist,Sales,Sao Paulo,7,7.56,5,9,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,None,,0
EMP-1304,Male,48,2,0,25.0,Bachelor,0,91.2,0.0,9,1.0,250,30,211,244.39,75,4780.0,1038.31,0,9.24,736,88,Manager,HR,Belo Horizonte,9,9.47,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1305,Male,34,1,0,0.0,Bachelor,0,5.4,0.0,4,0.5,125,15,106,182.44,142,2990.0,590.63,0,7.61,535,-66,Specialist,Marketing,Remote,4,4.57,3,3,5,5,5,3,4,4,4,5,4,5,5,4,4,4,5,5,3,3,5,5,4,4,4,5,4,5,5,4,4,4,4,5,4,Better Offer,3.0,1
EMP-1306,Female,37,3,2,7.0,Bachelor,0,14.5,0.0,3,1.0,250,30,217,0.0,4,3250.0,0.0,0,11.74,645,21,Specialist,Sales,Rio de Janeiro,6,6.51,5,6,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,3,Personal,4.0,1
EMP-1307,Male,42,1,1,21.0,High School,1,6.5,0.0,2,1.0,250,30,218,293.38,21,2840.0,293.38,0,9.98,427,5,Specialist,Sales,Remote,4,4.18,4,3,5,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,3,5,3,5,5,4,3,3,4,5,4,3,5,Retirement,3.0,1
EMP-1308,Female,34,4,2,9.0,Bachelor,0,7.3,0.0,3,1.0,250,30,217,813.69,92,4980.0,2330.07,0,13.41,411,41,Analyst,Operations,Rio de Janeiro,7,7.02,5,6,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1309,Female,28,0,0,,High School,0,2.0,0.0,5,0.5,125,15,105,217.05,43,1570.0,217.05,0,12.95,431,60,Manager,Marketing,Belo Horizonte,4,5.0,4,7,4,4,4,4,5,5,5,5,5,4,5,5,2,5,5,3,4,4,4,5,4,5,5,5,4,4,4,5,2,5,4,5,4,Stress,2.0,1
EMP-1310,Male,47,1,1,12.0,High School,1,20.7,0.0,10,1.0,250,30,210,0.0,2,2510.0,0.0,0,8.48,642,101,Analyst,Operations,Rio de Janeiro,6,5.84,5,5,5,4,5,4,5,4,4,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,Dissatisfaction,5.0,1
EMP-1311,Female,52,3,0,3.0,No Degree,0,18.4,0.0,4,0.75,187,22,161,88.06,26,2280.0,88.06,0,8.73,661,43,Assistant,Sales,Rio de Janeiro,6,6.29,4,4,4,4,4,5,5,4,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,Better Offer,5.0,1
EMP-1312,Male,27,1,1,2.0,PhD,0,3.9,0.0,4,1.0,250,30,216,527.62,47,6210.0,527.62,0,11.46,472,96,Manager,Finance,Belo Horizonte,9,9.05,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1313,Female,47,1,1,16.0,Master,0,3.3,0.0,0,1.0,250,30,220,862.98,60,5170.0,862.98,0,12.77,567,-30,Analyst,Marketing,Rio de Janeiro,9,8.99,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1314,Male,44,0,0,,Bachelor,0,10.0,0.0,4,1.0,250,30,216,250.66,77,4780.0,1372.8,0,10.07,381,0,Manager,Marketing,Sao Paulo,7,7.48,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-1315,Female,46,2,1,16.0,Bachelor,0,7.0,0.0,7,1.0,250,30,213,119.24,22,3700.0,119.24,0,13.71,696,69,Manager,Sales,Rio de Janeiro,6,6.53,5,7,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,4,5,5,5,4,5,5,Dissatisfaction,5.0,1
EMP-1316,Female,38,0,0,,Bachelor,0,8.0,0.0,5,0.75,187,22,160,298.9,62,3315.0,1428.62,0,11.99,408,41,Manager,Sales,Sao Paulo,5,5.7,5,5,4,4,4,5,5,5,5,4,5,5,4,5,5,4,3,4,5,4,5,4,5,5,3,5,5,5,4,5,5,5,5,5,5,Better Offer,4.0,1
EMP-1317,Male,28,3,3,5.0,High School,0,3.7,0.0,4,0.5,125,15,106,189.43,120,2340.0,581.03,0,11.0,754,11,Analyst,Sales,Rio de Janeiro,8,8.58,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1318,Female,43,1,1,3.0,Bachelor,0,19.9,0.0,5,1.0,250,30,215,52.69,76,4750.0,2129.27,0,8.53,422,41,Manager,Finance,Rio de Janeiro,4,4.9,5,3,5,3,4,3,3,3,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,5,5,4,5,4,Retirement,3.0,1
EMP-1319,Male,40,1,0,15.0,Bachelor,0,16.8,0.0,3,1.0,250,30,217,123.35,41,4020.0,123.35,0,12.07,473,4,Analyst,Finance,Rio de Janeiro,7,7.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,None,,0
EMP-1320,Female,38,0,0,,Bachelor,0,4.6,0.0,6,1.0,250,30,214,207.78,112,5420.0,1193.81,0,9.12,499,-55,Manager,Finance,Rio de Janeiro,5,5.37,4,5,4,5,5,5,5,5,4,3,5,5,5,4,5,4,5,3,4,5,3,5,5,4,5,4,4,4,4,5,4,3,5,5,3,Stress,3.0,1
EMP-1321,Female,47,1,1,6.0,High School,0,4.5,0.0,6,1.0,250,30,214,0.0,5,2570.0,0.0,0,13.14,680,0,Specialist,HR,Sao Paulo,7,6.94,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,None,,0
EMP-1322,Female,29,1,0,6.0,Bachelor,0,3.1,0.0,2,0.5,125,15,108,0.0,12,1665.0,0.0,0,7.11,594,30,Specialist,Finance,Sao Paulo,5,5.68,5,7,5,5,3,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,3,5,5,4,5,4,4,5,5,5,4,5,4,5,4,Better Offer,4.0,1
EMP-1323,Female,45,1,0,3.0,High School,0,42.0,0.0,4,1.0,250,30,216,187.66,116,4770.0,1789.58,0,10.73,553,55,Specialist,HR,Curitiba,6,6.49,5,6,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,Dissatisfaction,5.0,1
EMP-1324,Female,50,1,1,24.0,Bachelor,0,24.5,0.0,4,1.0,250,30,216,0.0,8,3460.0,0.0,0,11.7,462,1,Specialist,Marketing,Rio de Janeiro,6,6.9,4,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-1325,Male,41,0,0,,High School,0,23.4,0.0,8,1.0,250,30,212,247.01,97,4350.0,1682.97,0,12.84,338,-44,Specialist,Legal,Sao Paulo,7,7.5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1326,Male,34,0,0,,Master,1,0.6,0.0,3,1.0,250,30,217,0.0,2,3880.0,0.0,0,12.75,747,-11,Intern,Operations,Remote,6,6.62,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,Stress,3.0,1
EMP-1327,Female,44,2,1,9.0,Bachelor,0,15.3,0.0,5,1.0,250,30,215,421.44,70,4640.0,973.36,0,13.85,443,9,Assistant,Sales,Rio de Janeiro,7,6.9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,None,,0
EMP-1328,Female,36,0,0,,Bachelor,0,6.1,0.0,4,0.5,125,15,106,350.42,39,1970.0,350.42,0,12.93,497,-20,Specialist,Marketing,Rio de Janeiro,9,8.93,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1329,Male,42,1,1,19.0,High School,0,4.1,0.0,5,1.0,250,30,215,480.04,112,4660.0,1356.81,0,11.78,413,-20,Specialist,HR,Sao Paulo,9,8.9,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1330,Male,46,2,2,7.0,High School,0,2.6,0.0,9,1.0,250,30,211,0.0,0,2460.0,0.0,0,13.96,578,26,Assistant,HR,Sao Paulo,9,8.89,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-1331,Other,53,1,0,18.0,Master,0,8.6,0.0,10,1.0,250,30,210,181.87,31,4650.0,181.87,0,8.59,473,-4,Analyst,HR,Curitiba,6,6.7,5,6,3,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-1332,Female,32,1,0,4.0,Master,0,4.0,0.0,9,1.0,250,30,211,231.71,61,5040.0,1113.17,0,10.94,498,-34,Manager,Sales,Curitiba,9,9.21,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1333,Female,35,2,1,15.0,Bachelor,0,8.1,0.0,3,1.0,250,30,217,218.48,25,3650.0,218.48,0,9.45,422,106,Assistant,Finance,Remote,7,7.29,5,6,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-1334,Female,37,4,0,9.0,High School,0,0.9,0.0,3,1.0,250,30,217,0.0,0,2370.0,0.0,0,13.46,475,-21,Assistant,Finance,Rio de Janeiro,7,7.45,5,9,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1335,Female,39,0,0,,Bachelor,0,2.1,0.0,7,1.0,250,30,213,387.95,53,4250.0,387.95,0,10.67,516,-40,Specialist,Legal,Rio de Janeiro,8,8.15,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1336,Female,30,2,1,1.0,Master,0,5.8,0.0,8,1.0,250,30,212,712.74,139,6580.0,930.83,1,8.24,514,49,Specialist,Operations,Rio de Janeiro,8,8.69,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1337,Female,45,3,1,24.0,Bachelor,0,5.2,0.0,9,1.0,250,30,211,510.79,113,5510.0,1158.97,0,11.59,476,-47,Assistant,HR,Rio de Janeiro,7,8.06,5,7,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,4.0,1
EMP-1338,Male,49,1,1,24.0,High School,0,14.0,0.0,3,1.0,250,30,217,0.0,11,2710.0,0.0,0,8.04,463,-79,Analyst,Operations,Sao Paulo,9,8.77,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1339,Male,31,1,1,11.0,High School,0,15.1,0.0,5,1.0,250,30,215,406.08,34,2990.0,406.08,0,9.88,438,37,Specialist,HR,Rio de Janeiro,6,6.57,5,5,5,2,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-1340,Female,55,6,1,4.0,High School,0,7.2,0.0,6,1.0,250,30,214,628.38,88,4310.0,508.96,0,9.68,454,-17,Intern,Sales,Sao Paulo,6,6.36,5,7,5,5,5,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,Better Offer,5.0,1
EMP-1341,Male,38,0,0,,High School,0,53.7,0.0,4,1.0,250,30,216,408.13,21,2800.0,408.13,0,13.3,554,167,Assistant,Finance,Belo Horizonte,4,4.72,2,2,5,5,2,4,5,4,4,4,5,5,5,4,3,4,5,4,4,4,3,4,4,4,5,3,5,4,4,5,3,5,4,5,4,Dissatisfaction,4.0,1
EMP-1342,Female,36,2,0,4.0,Master,1,5.5,0.0,4,1.0,250,30,216,523.95,71,5280.0,1816.05,0,9.18,298,23,Analyst,Finance,Sao Paulo,5,6.1,5,7,5,5,4,4,3,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,None,,0
EMP-1343,Female,47,0,0,,High School,0,1.2,0.0,4,1.0,250,30,216,97.92,14,2750.0,97.92,0,13.97,636,21,Assistant,Operations,Remote,9,9.08,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1344,Male,59,0,0,,No Degree,0,3.8,0.196188541486821,9,1.0,250,30,211,155.09,22,3030.0,155.09,0,9.06,495,85,Manager,Marketing,Belo Horizonte,7,7.93,5,7,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1345,Male,38,1,0,8.0,PhD,0,9.2,0.0,4,1.0,250,30,216,498.15,48,6340.0,498.15,0,13.56,462,137,Specialist,IT,Curitiba,7,7.16,5,9,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1346,Female,39,1,1,20.0,High School,0,10.4,0.0,5,1.0,250,30,215,442.54,203,6450.0,2463.07,0,13.84,403,48,Assistant,Legal,Belo Horizonte,4,4.98,5,4,5,5,4,3,5,5,4,4,5,5,4,5,5,5,4,5,4,4,5,5,4,5,4,5,5,4,4,4,4,4,5,5,5,None,,0
EMP-1347,Male,49,1,1,14.0,Bachelor,0,2.0,0.0,4,1.0,250,30,216,787.02,99,5270.0,1189.39,0,10.04,555,43,Analyst,Operations,Curitiba,7,7.65,5,8,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
